sentiment,text
positive,"The dreaded tire pressure warning light came on. Three gas stations later, I couldn't find one with a working air machine. So...after a ton of research I bought the Black & Decker ASI300 inflator.<br />After checking the pressure in all four tires, I found that one was low 15 PSI, while the others were about 7-8 PSI low. That's what I get for loaning my car to my kid when she was visiting from out of state.<br />ANYWAY, it took me less than 10 minutes to inflate all 4 tires to the correct pressure. You set the dial to the desired tire pressure, connect to the valve stem, turn it on and wait a couple minutes. Machine stops automatically when correct pressure is reached. After I inflated 4 tires, I turned on the ignition and the dreaded light was still on! Then I remembered reading about the spare tire on the back of my SUV causing the warning light to come on. So I topped off the spare which was about 10 PSI low. This time the dreaded warning did not light!<br />As an added bonus, it operates on AC or via the cig lighter outlet in your auto.<br />For the convenience and safety of being able to inflate everything from basketballs to tires at home or on the road, I'm giving this 5 stars."
positive,Fit my Momo race seat and my 2016 Nissan GTR perfectly.
positive,Replaced the cap on 2004 kia Optima.  Fit and worked.
positive,car washing
positive,It really does fir perfectly in my LEXUS.. I would recommend this product
positive,fits well between our sports seat and center console. Useful for holding cell phone or iPad.
negative,"These floor liners are NO WHERE NEAR as good as they used to be. This is my 3rd set purchased in about 10 years. The others were GREAT but these are cheaply made, and don't fit ! For $200 these are HORRIBLE!!!! I WILL NEVER BUY IT RECOMMEND AGAIN."
positive,Perfect fit!
positive,STARRY NITE.  So cute. Easy to attach.
positive,fast shipping excellent price
positive,"Husband ordered the filter for his side by side.  He's happy, it was a repeat order!"
positive,Popped right in...perfect!!
positive,"Had to remove rear tires and drill to install, but worked out very well!"
positive,"I have a 2006 Hyundai Sonata, and the Jumbo car windshield sunshade fits beautifully. I have used the twist-fold circular sunshades previously, so I had no trouble folding it back into a circle for storage. I am so pleased with this product and am glad I purchased it. I have only had the sunshade for 2 days, so I cannot speak to how it will hold up. If anything happens to affect my opinion of the product, I will update my review."
positive,These are Great and look Great on my truck
positive,"This genuine sheepskin car seat cover is beautiful and superb quality. I am actually using it to cover my office chair so I can't comment on the fit for a car, however I have had these covers in the past and this one is made very well. The main areas of the back, seat and front of the headrest are sheepskin (which is foam backed) while all sides, the back of the seat cover and the back of headrest are faux fur (see last photo where the top of the seam is the faux fur and the bottom is genuine sheepskin). The headrest being a separate piece is also a great selling point. The skin is super soft and a somewhat short length with a buttery color. It is very comfortable and I highly recommend it."
positive,"Works flawlessly and for the price I don't know how you can beat it.  Maintenance isn't sexy, but it's necessary."
positive,Work and fit great!
positive,Easy to install and will hold the license plate securely. Did not need the new screws and caps and I used the old ones.
positive,"My mechanic told me my car's wheel bearing needed to be replaced. And so I went into Amazon and looked for one that fit my car but also had great reviews. That ended with this one. When I brought it to my mechanic, he told me Timken was a good brand. Great!"
